user,tweet,sentimen
Nina62171288,"RT @adji2912: Buat apa kecewa?  Rakyat yg liat kinerja DPR lbh kecewa lg,  membahas RUU sampai 3 Tahun... Hulaihi... https://t.co/3NpkMOrHjF

Anggota Komisi III DPR sekaligus Panja RUU KUHP Muslim Ayub mengaku kecewa dengan Presiden Jokowi yang meminta pengesahan RUU KUHP ditunda",positif
nilotica2,"RT @AdityaBonek27: Jokowi sebagai pemimpin tertinggi negara ini harus tegas Batalkan RKUHP bukan tunda RKUHP Piye pak wani pora @jokowi 

#DiperkosaNegara 
#JanganDiamSaja",positif
nikmah_NQ,"RT @adisanwar: cermat ya, doi minta pengesahannya ditunda karena tekanan dari masyarakat dll, bukan karena ga sepakat sama isinya.

nah, bentar lagi itu wakilnya dilantik untuk 5 tahun kedepan, yg mana tuh wapres sepakat dan minta RKUHP segera disahkan. 

gimana?

https://t.co/OhVfDn62R5",positif
Nickonekoo,"RT @Abdoelmapan: Jokowi Tunda RKUHP, 
Terus teman-teman mahasiswa ngapain masih demo? Kejadian kan banyak penumpang gelap. 😬
#PercayaPadaJokowi @grace_nat https://t.co/ynTyXDM4cP",positif
nickomrlnd,"RT @abbiekoes: Banyak yang mengejek anak STM dengan menyatakan mereka tak paham blablabla..

Kalau logikanya dibalik, apa kubu pendukung sopan santun paham dengan apa yang mereka dukung? Apakah mereka mengkaji soal RKUHP, UU KPK, Papua, Karhutla, HAM dll?
#STMBergerak #DenySiregarDicariAnakSTM",positif
nh_nh_,"RT @4smara_1701: Pemerintah yg otoriter memang cenderung lebih fokus urus kehidupan pribadi warganya ketimbang .....??? 

Koruptor jaya nih!! 

Tunda RKUHP batalkan RUU KPK !!! https://t.co/3LClyT5u86",positif
ngurahsaka,"RT @4smara_1701: Membara 🔥🔥

Demo menuntut TUNDA RKUHP dan Menolak Revisi UU KPK masih berlangsung !!!

Pemerintah dan DPR jangan khianati suara rakyat!! https://t.co/tyWkYCFGPQ",positif
ngelyeri,"RT @1207CHEONSA: yang butuh kajian komperhensif mengenai “yang sedang terjadi”, boleh banget baca ini! i’m just gonna drop it here! semoga bermanfaat❤️

https://t.co/j0mUPW5yqm",positif
ngantukhehehe,"RT @_SATUMEJA: Mahasiswa bergerak menolak UU KPK dan RUU kontroversial lainnya. Rencana aksi tak surut dengan permintaan Presiden agar pengesahan RKUHP ditunda. Apakah gerakan mahasiswa dimanfaatkan? Saksikan #satumejatheforum malam ini pkl 20.00 WIB di @KompasTV
#SMTFaksimahasiswa https://t.co/FyanzQJui7",positif
nflkhoiry,"RT @_hellothere95: jangan buzzer kamu ah.. baca undang2 setengah2, bedakan yg udh disahkan sama yg masih belum di dpr.. rkuhp belom jd pasal ini belum berlaku.. ditunda ya bener, cth pasal ini tuh wkt SBY nolak ttd RUU Pilkada yg udah sah di DPR.. nah itu ga guna tuh baru, jdlah dia bkin perppu https://t.co/7Md3227q72",positif
NFeyriska,"RT @_hellothere95: @winna_eka itu dia syg nya yg jadi highlight rkuhp,?yg dibahas di ilc ampe jd berita kemana mana rkuhp.. padahal dr sebelum demo udah ditunda (pembahasan mulai lagi di periode berikutnya).. mending paksa perppu uu kpk, copot ketua terpilih, desak hukuman korporasi penyebab karhutla dll",positif
nfaiha,"RT @_haye_: Hmmm...

Ini Fahri Hamzah beneran gitu? Presiden minta ditunda itu apakah artinya DPR pasti menunda juga? 

Kalau Presiden ngomong trus DPR bodo amat gimana?

Waini seru...
https://t.co/Unzc0EqlVE",positif
nezukochi,RT @_dewimulyani: RKUHP tetap bisa disahkan (24/09) karena udah ada pengambilan keputusan tingkat I. Keputusan ditunda/disahkan ditentukan (23/09) di rapat antara pimpinan DPR dan pimpinan fraksi. Jangan kegocek dua kali! https://t.co/F5UuJAmsop,positif
News24Xx,"RT @__kerin_: trus pengkajian ulang itu rkuhp, ada anggaran rapat lagi dong? saaje dpr",positif
newleft13,Romo Magnis Bersyukur Jokowi Minta DPR Tunda Pengesahan RKUHP https://t.co/xawu5ENB8z,positif
nesabyers,RKUHP: Presiden Jokowi minta pengesahan di DPR ditunda https://t.co/VkZ5rE07Hf,positif
ndorobaguse,"RKUHP, yang beberapa pasalnya terlalu jauh ngatur kesusilaan warga negara, dibahas di lembaga yang anggotanya ada yang begini.

#TolakRKUHP https://t.co/8QLRYCSr2d",positif
nblais_,"RKUHP
Sudah di Tunda
Ya sudah pulang lah
Jangan mau di provokasi oleh gelandangan politik https://t.co/x1mR30jFMi",positif
Nauyun,RKUHP yang mengantikan KUHP dari Belanda Masih Menyimpan Pikiran Feodalistik Pembuatnya. Sekalipun Saya Setujua Ada KUHP Made In Bangsa Sendiri Biar Hukumnya Merdeka.,positif
NaulinaT,RKUHP yang bermasalah karena mengandung banyak pasal yang mengurus ranah privat warga harusnya menjadi tamparan keras buat kaum muda biar sadar,positif
Naufaltahta_,RKUHP yang baru itu benar-benar buat yang baru sesuai situasi dan kondisi yang ada atau terjemahan dari KUHP yang dibuat  Belanda dengan dibumbui sedikit modifikasi supaya terlihat pintar ? #justasking,positif
naturalsane,"RKUHP udh ditunda dan bakal direvisi, perwakilan mahasiswa udh dialog dgn DPR. Trus rusuhnya adek2 STM ini utk apa? Misal sampe ada korban jiwa gmn kelanjutannya? #SeriusNanya",positif
natssandwich,"rkuhp udah ditunda, musibah diselesaikan satu satu. tp kok tbtb ada hashtag yg mislead yaa, kaco bwank",positif
natslawyer,Rkuhp udah ditunda kok masih demo? Lah ya wong tuntutan nya ga cuma rkuhp lur,positif
natiojk,"Rkuhp tuh ada urgensinya cepat2 di sahkan. Kalau ditunda, yha mo kapan lagi? Sampe kapan mau pake hk tinggalan bld?",positif
NasrunSebayang,"RKUHP sudah ditunda, saatnya sampaikan point point aspirasi rakyat yg lain wahai para akademisi yg mewakili turun ke jalan 👏
#HidupMahasiswa #GejayanMemanggil",positif
nasoo2010,"RKUHP sudah ditunda, diskusi terbuka untuk umum, para ahli hukum yg dr kemaren muncul, kalian ditunggu untuk dialek intelektual oleh Prof. Barda Nawawi dan Prof. Muladi mengenai pasal yg kalian anggap tergesa"" dan ngasal.",positif
nasigoreng28,"RKUHP sudah ditunda demo masih berjilid2 ,kalau RKUHP sudah sah saya rasa demo berjilid2 baru pantas..

#BubarkanKPI #mahasiswa
#DemoMahasiswa #DemokrasiDikorupsi",positif
nasigarenk,"RKUHP sudah di tunda oleh @jokowi . Terima kasih pak. Ini lagu buatmu..

Virgoun - Bukti (Bonga Cover) https://t.co/1Qy8PdU9cO via @YouTube",positif
nanininaninna,rkuhp resmi di tunda. untuk pendalaman lebih lanjut yah. https://t.co/ssWl7qCZko,positif
nandarupan,"RKUHP pidana bagi kumpul kebo. knapa ini yang ditolak paling depan?

yg pantut ditolak malah diem2 bae.. tu revisi UU KPK, jelas pelemahan.

demo asal rame aja..",positif
nandapradha_,rkuhp pengesahannya di tunda gaes,positif
nanangtimurindo,"RKUHP pasal 10 melarang ttg mengkritik President, guweh jadi mikir ini negara Demokrasi apa Komunis Cina??...... Eh#

#KajiUlangRKUHP https://t.co/FIKro8reZL",positif
nanamanik_,"RKUHP nya tunda dulu woyy, gw belon dilantik..
Ntar kalo udah baru sah-in",positif
nana_sanzhan,"RKUHP nya emang ga disahkan besok. Ini cuma ditunda, bukan berarti dibatalkan.",positif
naluvcil,RKUHP mutlak harus dilakukan karena itu warisan kolonial yang tidak sesuai rohnya Indonesia. Cuma aksi #GejayanMemanggil RKUHP itu yang ditolak apa woi...? kok demen banget melestarikan warisan kolonial. https://t.co/nEekW6JWHL,positif
NaimEmel,"Rkuhp menang di tunda, Bukan berarti tidak akan di sahkan,Perlu memang sikap tegas sang presiden meminta di hentikan karena dalam 30 hari dari masa penundaan akan secara langsung akan sah.",positif
naifah_ariqah,RKUHP memang perlu ditunda untuk dimatangkan dan disinkronkan agar tidak terkesan memaksakan dan tidak merugikan(masyarakat) namun juga jangan terlalu lama untuk melindungi hak-hak masyarakat,positif
nahmadrizki,"RKUHP memang harus ditunda mas, karena memang harus di update. Kita tidak menolak adanya RKUHP, tapi kita menolak SUBSTANSI dari RKUHP ini. Kami ingin adanya ruang bagi masyarakat untuk merumuskan RKUHP ini, sehingga ada partisipasi publik. Jadi, ya kata tunda itu bukan retorika https://t.co/wFwqRbggpt",positif
nahjaemint,"RKUHP memang ditunda, tapi perjuangan jelas belum selesai, Kawan. Jaga terus semangatnya ya",positif
nafis99696507,"Rkuhp masih ditunda setidak nya kita bisa santuy dulu weekeand ini 
#WeekendSantuy",positif
Naddbany,"RKUHP juga mengancam Kumpul Kebo kan?

Kenapa pasal yang bagus seperti itu ikut ditolak juga?",positif
nabilaa_rahma,"RKUHP itu puluhan tahun tertunda. Pemerintah dan DPR harus segera memberikan persetujuan bersama. Perbaiki pasal yg ""bermasalah"".",positif
Nabbelll,"RKUHP itu gk semuanya buruk. Ada  beberapa yang cukup bagus. Sebaiknya direvisi saja, dikaji ulang dengan penuh keterbukaan bersama dengan masyarakat. https://t.co/NZsnIqTeTF",positif
Nababan1986,"rkuhp itu gak mungkin dibatalkan, revisi atas kuhp emang perlu. tapi yang perlu dikaji ulang kan pasal-pasalnya yang sudah memasuki ranah privat.",positif
naamasss,RKUHP itu diusulkan oleh pemerintah. Kalo seolah tiba-tibaa ditunda karena keluhan masyarakat dari presiden seakan dia jadi hero nya. #UnpopularOpinion #plottwist,positif
naa_anaa,"RKUHP itu dibuat butuh proses dan waktu, emang si poin poin nya banyak yg ngga pro rakyat, minta lah direvisi bukannya diapus rkuhp itu, karna menurut gua negara ini emg udh saatnya bikin kuhp yg baru, mau sampw kapan negara ini pake KUHP peninggalan hinda belanda.",positif
n00nanim,"RKUHP itu bukan Alkitab atau Al Quran. Pembuat RKUHP itu manusia, banyak pasal pasal karet bermasalah. Itu concern kita mengapa harus menolak RKUHP. KUHP memang produk Belanda, dan kita memang butuh KUHP tapi melahirkan KUHP baru dg produk yg cacat sama saja memundurkan Indonesia",positif
myzaluna,"RKUHP is too disgusting! 
and i pay taxes for those dummies!!
Jangan ngaco anda, 

#HapusPasalNgawur
#TundaRKUHP",positif
mysticballad4,"RKUHP ini sebenernya udah jadi ikhtiar lembaga legislatif buat ngegantiin kuhp jaman belanda, make sense juga karena mulai 74 tahun ago dpr ini ga bisa buat kuhp yang baru",positif
MyKhelink,rkuhp Indonesia lama emang masih rancangan belanda kok.,positif
mutualanajadulu,"RKUHP hanya di tunda gaes, sampe massa nya adem baru di sah kan, klo gitu mah demo lagi aja terus kita sampe di cabut. https://t.co/8hACrIyhIR",positif
mutiomar,"RKUHP hanya “ditunda”, paham ya maksud tunda itu...udh pernah ngerasain penerbangan yg tertunda atau delay???tetep berangkat juga toh...",positif
mutianovia,"Rkuhp gamau ditunda tapi maunya batal??.. Lah kocak jadi ntar kita ga punya kuhp buatan sendiri dong. Malah ttap pakai kuhp buatan belanda dimana pasal"" di rkuhp yg lo protes skrng juga ada di kuhp belanda.",positif
Muthia911,"RKUHP ga setuju bagian pidana penghinaan kpda penguasa dan sejenisnya. Zina dan kumpul kebo gw setuju (konteks dipidananya bukan jenis hukumannya). Bahkan zina dah diatur sejak Belanda. RUUPKS harus revisi dari narasi ""kekerasan"" -&gt; ""kejahatan"" biar ga multitafsir.",positif
Must_Iman,"RKUHP Emang ditunda, lantas bagaimana dengan UU KPK??
Ketika Introvert, K-Popers, dan sobat ambyar beraksi berarti KPK sedang darurat
#HidupMahasiswa https://t.co/XmUwUnqHA5",positif
MuslikhMohamad,RKUHP DITUNDA😭,positif
musashi_masabi,"rkuhp ditunda:

yesShh ngeue jalan terooss",positif
MusafirPiknik,RKUHP ditunda...Presiden tiba2 menarik diri,positif
murxyp,"RKUHP ditunda...???

https://t.co/GegTbrOVzA",positif
mursyidtamam,"RKUHP ditunda..

Kabar revisi UU KPK bagaimana?",positif
Murniati_Riri,RKUHP DITUNDA. CONGRATS TEMAN-TEMAN SEMUA😭😭😭😭,positif
muriskah,"RKUHP ditunda,aksi korupsi anda pun ditunda 🤡🤡🤡 https://t.co/etpeRPFEZA",positif
mureliyana,"RKUHP ditunda, tp RUU KPK udah terlanjur sah. Plot twist, RKUHP cuma distraction semata uwuwu",positif
Murdiyono,"RKUHP Ditunda, Romo Magnis: Jika Tidak Bisa Dianggap Kongkalikong https://t.co/lIzdtDJqpW",positif
Murdinsah4,"RKUHP Ditunda, Presiden Diminta Bentuk Komite Hukum Pidana https://t.co/EDtKXgiUaz https://t.co/pu1ABoR6iC",positif
muomons,"RKUHP ditunda, lanjut lagi setelah makan.",positif
munshi_jaanu,"RKUHP Ditunda, Gerindra, PKS Dan PAN Meradang, Gagal Jebak Jokowi? https://t.co/3DbCIjJ4OC https://t.co/zF35hniv5E",positif
Mung_Sanusi,"RKUHP DITUNDA, BUKAN DIBATALKAN! 😂😂",positif
mundiherlambang,"RKUHP ditunda, alhamdulillah masih bisa zina",positif
mundaneeya,RKUHP Ditunda!!! Panjang Umur Perjuangan.,positif
munaroohh,"RKUHP ditunda

https://t.co/d9LEJWt1KY",positif
munandar20ra,"RKUHP ditunda

Fahri Hamzah: -3- https://t.co/uQw4V8S72V",positif
Mun4fikunn,"RKUHP ditunda yang saya maksud

Sampai saya resmi dikukuhkan periode ke 2

Setelah itu yo monggo... dilan-jutkan. 

Semua demi saya. He he he (pundak naik turun)

        ttd
Joko widodo",positif
mumuy_bocek,"rkuhp ditunda yaa brarti bakal disah in lah pak @jokowi mengkritik saja akan dipenjara lalu apa gunanya rakyat kalo tidak bisa mengkritik
bukankah kritikan adalah suatu peringatan kepada pemimpinnya
kenapa harus dipenjara
#RejimSarangKoruptor 
#KPKDijadikanBoneka #hidupmahasiswa",positif
mumucc99,Rkuhp ditunda ya jadinya,positif
mumarifah,RKUHP ditunda untuk menenangkan masyarakat krn situasi semakin memanas. Upload bersama cucu dulu biar masyarakat lupa. Lalu besoknya di sahkan? https://t.co/zlICAjLXzY,positif
Mulyono07704872,Rkuhp ditunda tapi wisuda jangan https://t.co/B9MojYwW1p,positif
MulyaniVonny,RKUHP ditunda supaya pasal yang ada lebih diperkeras lagi,positif
mulutbauazab,RKUHP ditunda satu sisi UU KPK tetap jalan...,positif
muliawanramzy,RKUHP ditunda sampai waktu yang tak ditentukan itu agar bisa disahkan secara tiba-tiba ga sih nantinya?,positif
muliars,"Rkuhp ditunda sahnya
Hati2 utk sel anak2 kita ... 
jg pergaulannya krn kaum pelangi semakin bebas tnp aturan hk😥😥",positif
MuliaNovianto,RKUHP ditunda pengesahannya.. Terus disahinnya pas tengah malem lagi engga? #eh,positif
muliannisa,RKUHP ditunda pengesahannya teman2...,positif
MulfachriH,"RKUHP DITUNDA OLEH @jokowi 

Mantep pak!",positif
mulaidari0,"RKUHP ditunda lagi, ya.",positif
muktitrio_,"RKUHP ditunda lagi, besok tunda lagi terus aja tunda ga dibatalkan.",positif
muktiarief_,RKUHP DITUNDA KAN YA,positif
muktarlim,"RKUHP ditunda ini tricky banget ndak sih? 😄
Mustinya DPR membuka ruang dialog, drafnya dibenerin.",positif
MuklisComic,"RKUHP ditunda ini tricky banget gak sih? 😄

Mestinya DPR membuka ruang dialog, drafnya dibenerin..",positif
Muklis0211,"RKUHP ditunda 🙏🏻🙏🏻🙏🏻
terima kasih Pak @jokowi 

tinggal pengesahan RUUPKS ya pak.",positif
mukhrosridho,RKUHP Ditunda dulu,positif
Mukh_fin,RKUHP DITUNDA BUKAN SOLUSI KONTOL.,positif
mukasilit,"RKUHP ditunda atau dibatalkan ya percuma.

Kalau yg didemo cuma DPR, ya besok DPR nya juga ganti.

Padahal otak pengusul dan perancangnya itu adalah pemerintah yg periode depan masih menjabat.

RKUHP akan terus diusulkan.

#HidupMahasiswa",positif
muka_datarr,RKUHP DITUNDA ALHAMDULILLAHHHHHH,positif
MujiOritama,RKUHP Ditunda (sementara)  Presiden Jokowi Minta DPR Tunda RKUHP https://t.co/YFvOpVQlLP via @YouTube,positif
Muji_TabloidMU,"RKUHP ditolak, kamu langsung tak tembak😅",positif
muhlukmankhakim,"RKUHP dintunda pengesahannya, lega nya sampe ke ubun2 🙃",positif
MuhANDP,"RKUHP diminta ditunda oleh Presiden, di hari hari terakhir masa kerja anggota DPR

Menurut anda?

Mention @mnctrijayafm
@LatiefSiregar

#TrijayaHotTopic 104.6 @mnctrijayafm",positif
muhamNurdi,"Rkuhp dikaji oleh ahli.. namun siapa yg di penjara ?
RAKYAT YG TAK PAHAM HUKUM
#HidupMahasiswa",positif
muhammadciptadi,"RKUHP dan UU KPK siapa ya yg ngusulin?
Dan skrg RKUHP ditunda dengan narasi atas dasar takanan pemerintah. Bau-baunya ada yg ingin bersikap bak pahlawan diakhir babak dan menjadikan yg satunya sebagai kambing hitam.",positif
muhamma21370224,RKUHP bukan utk dibatalkan... tapi ditunda utk dikaji ulang dan direvisi kembali pasal2 di RKUHP https://t.co/vU3fVWWxFM,positif
muhamadrayhan2,"RKUHP bodoh ya harus di tunda lahh...
terimakasih para pendemo...

jgn terlalu fanatik pro pemerintah...
pemerintah salah ya kita harus marah!!",positif
mudahterhasut,"RKUHP banyak masalah.
Presiden: Tunda!
Mhs: Turunkan Jokowi! 
???? 🤔 https://t.co/u5M0GG3WhO",positif
MuchFaris,"RKUHP atau UU KPK meski ditunda pasti disahkan oleh DPR, tinggal presidennya aja nih berani gk ngecounter menolak dengan surat keputusan presidennya. Kalau berani sy salut bener anda emang gk salah mimpin indonesia.",positif
MSTRSNX,"RKUHP adalah produk legal yg kita nanti nantikan ""kelahirannya"" sejak berpuluh puluh tahun yg lalu kita terpaku pada kaidah hukum publik warisan Belanda yg tentunya sdh kurang relevan dgn kondisi sekarang https://t.co/w21T7v7hdZ",positif
msifafah,"risih lama2 banyak poster yg menunjukan orang nolak rkuhp karna ngewenya dibatesin. stop lah, ada beberapa boleh tapi jangan kebanyakan seakan2 itu yg difokuskan. there are way more REAL issues here",positif
Msi_Zaky16,"Right! Tapi ini RKUHP malah terkesan memperlemah hukumnya
Gimana ga emosi rakyat 🙂 https://t.co/R6wsUwxXgt",positif
MShinatria,Ribuan Mahasiswa Unjuk Rasa di DPR Tolak UU KPK Hasil Revisi dan RKUHP https://t.co/8ctfsOIrWT,positif
MSCGemilang,"Revisi UU KPK seluruh kampus kompak. Tapi ketika membahas RKUHP ini sudah banyak perbedaan dan agenda setting, disini point2 ini harus ditekankan mahasiswa.contoh RKUHP ttg kumpul Kebo.saya yakin ini terjadi perbedaan pendapat soal tuntutan antar kampus.",positif
msa_saiful,Revisi KUHP Jangan Sampai Cederai Hak-hak Rakyat: Revisi rancangan Kitab Undang-undang Hukum Pidana (RKUHP) diminta jangan sampai mencederai hak-hak rakyat dalam menyampaikan pendapat. https://t.co/x0L4TCJZ16 https://t.co/FcCgLr3Wv6,positif
Ms_rochi,"Revisi Kitab Undang-undang Hukum Pidana (RKUHP) memperluas cakupan pelapor pasangan yang belum menikah namun hidup dalam satu rumah atau kumpul kebo. Dalam Pasal 419 ayat (3) RKUHP, kepala desa dapat mengadukan pasangan kumpul kebo ke polisi.
https://t.co/rIST8HcxQ2",positif
mrzlaras,"Revisi Kitab Undang-Undang Hukum Pidana ( RKUHP)  berdampak pada industri pariwisata, terutama di Bali. Turis asal Australia dikabarkan membatalkan pesanan akomodasi dan wisata di Bali karena isu RKUHP. ""Memang di… https://t.co/Kj1GSK3SpR",positif
mrzhlfz,Revisi hukum pidana (RKUHP) itu penting namun masih ada beberapa materi yang membutuhkan pendalaman lebih lanjut dan membutuhkan partisipasi publik yg lbh luas.,positif
MrX31532047,"RETWEET KERAAAS!

Dimana mana aq bilang ke temen temen, sebaiknya jangan kampanye tolak RKUHP, lebih baik kampanye tunda pengesahan RKUHP :"" https://t.co/UWlfkS7ak1",positif
mrtnbrlliana,"Rencana gw malam ini: mendengarkan podcast @asumsico tentang RKUHP, RUU PKS, UU KPK. Thank you Asumsi bersuara!!",positif
mrtessster,"Relawan Ajatappareng @KamarullahH PKS tak sepakat ""soal penundaan RKUHP tanpa batas"" News. Presiden @jokowi
Penundaan RUUHP ditunda diserahkan untuk dibahas DPR-RI 2019-2024. Bukan menunda tanpa batas!. https://t.co/EITTna9YM5",positif
mrsaris378,"rasanya, yg belum dipahami orang tua adalah betapa merugikannya ruu&amp;rkuhp yang dibuat dpr secara super kilat ini. lagian, protes ini kan juga bawa misi untuk menyadarkan pemerintah kalo kebakaran hutan ini belum tamat kasusnya. mau sampe kapan dibiarin?",positif
MrMuiz3,"Rancangan Undang-Undang Penghapusan Kekerasan Seksual masih belum disahkan sampai skrg namun dalam RKUHP yang rencananya akan disahkan besok  korban pelecehan seksual bisa dipidana, tidak ada perlindungan dari negara, blm lg stigma dr masyarakat.    #GejayanMemanggil https://t.co/BDv1CUGG1W",positif
Mrmarshall_rama,"Rancangan Kitab Undang-undang Hukum Pidana

Ini bisa di bilang produk yg ingin di jadikan acuan keberhasilan periode Pemerintah ataupun DPR RI di akhir masa jabatannya. Namun nampak rakyat kurang puas di beberapa point RKUHP. Banyak pasar ""Politis"" yang perlu mendapat sorotan.",positif
MRefaSaputra,"Rakyat oposisi : RKUHP salah presiden ! Nyeselkan pilih pak de ! 
.
.
.
.
.
I mean DPR bukannya isinya mostly dari partai oposisi doang yak ?
It's not the president, it's absolutely DPR",positif
MrBekalicky89,rakyat meminta RKUHP diurungkan karena mengganggu #demokrasi https://t.co/MzTODS1AhD,positif
MrAyubi,"Rakyat lebih memilih KUHP penjajah dari RKUHP. Yang perlu ditanya bukan “masa rakyat lebih suka KUHP penjajah?” tapi “mungkinkah anda perlu review RKUHP lagi, dengan cara yang lebih transparan agar rakyat mengerti pasal2nya secara utuh?”

hint jawaban: Definitely https://t.co/l2KI3jJRl3",positif
mrasysyaani11,"Rakyat Indonesia #PercayaJokowi akan #TolakRKUHP dan #TolakRevisiUUKPK , semoga semua akan baik2 saja dg negeriku ini, jangan sampai #MahasiswaBergerak ,apabila RKUHP dan Revisi UUKPK ini bnr2 disahkan, maka kami #MahasiswaHarusBergerak. Salam perdamaian pak @jokowi",positif
